Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg,Cluster_n,Cluster_title,av_covalent_radius_cordero,av_nvalence_,var_covalent_radius_cordero,var_nvalence_,STY0,n
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,678,1,0.283177704807706,0.141588852403853,101021acsiecr7b02841,LHSV-1.8_T-678,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,6.338620802477369,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,8.1551488882718,0.273140736204897
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,708,1,0.261363223909161,0.1306816119545805,101021acsiecr7b02841,LHSV-1.8_T-708,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,5.850327691574947,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,8.850698160814314,0.5158454211654684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,1.3333333333333333,0.0,1.8,663,1,0.246184865536795,0.246184865536795,101021acsiecr7b02841,LHSV-0.9_T-663_R_1.5-1.5-2,0.2242791220253805,0.2242791220253805,0.2990388293671741,0.0,3.3128475299117253,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,3.6240854044256183,0.09917007595664132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,2.0,2.0,0.0,1.8,663,1,0.151632732424488,0.303265464848976,101021acsiecr7b02841,LHSV-0.9_T-663_R_2-1-2,0.249526127003667,0.1247630635018335,0.249526127003667,0.0,2.270179706931952,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,2.4344230318737394,0.06066044802611638
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.2851754862844408,0.1425877431422204,101021acsiecr7b02841,Cs-SBA15-long,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,3.191669469435516,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,3.6499628231258807,0.14751027796256494
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.19838,0.09919,101007s1056201826098,0.37micrompgCs-ASilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,2.220258822369765,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,2.931933217795833,0.26034316376075123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.3276,0.1638,101007s1056201826098,0.37micrompgCs-BSilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,3.6664824589592446,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,3.6627528878307634,0.005379008356403858
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.3185,0.15925,101007s1056201826098,0.37micrompgCs-CSilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,3.5646357239881548,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,3.560690882166355,0.006038044603192065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071585917989334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928414082010664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.239180830464716,0.119590415232358,101007s1056201826098,0.12micrompgCs-BSilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,2.6768996319236447,2,Si-Cs-Zr,135.66833016469178,3.443571500044547,2672.3613987897616,1.3596728243036835,3.014952350841555,0.11693749226340613
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147989648536412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852010351463588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.308251809760048,0.154125904880024,101007s1056201826098,0.25micrompgCs-BSilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,3.4499385025264293,2,Si-Cs-Zr,140.40128502562837,3.3368131197226685,3045.9353472503326,1.5497438026600143,3.506832699993262,0.004335761876524022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431206136686249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568793863313748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.143811063582059,0.0719055317910295,101007s1056201826098,0.75micrompgCs-BSilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,1.6095260745662148,2,Si-Cs-Zr,148.63160825807063,3.151166731020964,3588.8659582345017,1.825981888411472,2.1365964775606345,1.3275825136177166e-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0630521516586404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9369478483413596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.0876939480611521,0.043846974030576,101007s1056201826098,1.12micrompgCs-BSilica,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,0.9814661853574398,2,Si-Cs-Zr,151.96078387437774,3.0760725441869683,3769.998439688756,1.9181404238339537,1.2971995708238004,3.12232062122433e-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.8,663,1,0.3067048956404252,0.1533524478202126,101007s1056201826098,CsSBA15,0.1865324816320332,0.3730649632640664,0.3730649632640664,0.0,3.432625518750136,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,3.981976728842268,0.13953920376694995
0.9651981990325555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348018009674444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663,1,0.07459254,0.03729627,101016jcattod202006026,Cs-Al2O3-A,0.8098990221379879,1.6197980442759758,0.3806525404048543,0.0,3.624745512287325,0,Al-Si-Cs,154.1572554543318,2.460857634888914,2978.9388316189948,0.7876102403645965,3.4728870464056034,0.03335623392392307
0.9651981990325555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348018009674444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663,1,0.04866763,0.024333815,101016jcattod202006026,Cs-Al2O3-B,0.8098990221379879,1.6197980442759758,0.3806525404048543,0.0,2.364951956806405,0,Al-Si-Cs,154.1572554543318,2.460857634888914,2978.9388316189948,0.7876102403645965,2.6877929034041212,2.1520225677492246e-18
0.9651981990325555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348018009674444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663,1,0.07772128,0.03886064,101016jcattod202006026,Cs-Al2O3-C,0.8098990221379879,1.6197980442759758,0.3806525404048543,0.0,3.7767833202787657,0,Al-Si-Cs,154.1572554543318,2.460857634888914,2978.9388316189948,0.7876102403645965,4.276922227084811,0.12602883093765693
0.9651981990325555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348018009674444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663,1,0.03882492,0.01941246,101016jcattod202006026,Cs-Al2O3-D,0.8098990221379879,1.6197980442759758,0.3806525404048543,0.0,1.8866558845551369,0,Al-Si-Cs,154.1572554543318,2.460857634888914,2978.9388316189948,0.7876102403645965,2.0099681535865397,0.0066557442221651325
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.41,0.205,101021acsenergyfuels1c03082,MAc_1,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,18.35479619259206,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,19.42671766052327,0.10299450088059206
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,1.0,0.0,7.199999999999999,663,1,0.27,0.27,101021acsenergyfuels1c03082,MAc_2,0.9979798724774384,0.9979798724774384,0.9979798724774384,0.0,16.167273934134503,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,16.64609398299313,0.07937070521597792
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,2.0,1.0,0.0,7.199999999999999,663,1,0.44,0.88,101021acsenergyfuels1c03082,MAc_4,1.2006073873834966,0.6003036936917483,0.6003036936917483,0.0,31.696035026924307,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,33.87804132052922,0.11578836458679949
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,1.0,0.0,7.199999999999999,663,1,0.56,1.6800000000000002,101021acsenergyfuels1c03082,MeOH_2,1.287762131227153,0.4292540437423843,0.4292540437423843,0.0,43.26880760923235,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,44.688975863592184,0.09063677785412348
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.6,1.7999999999999998,101021acsenergyfuels1c03082,MeOH_6,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,35.93325816403256,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,36.32571621653548,0.04292878440512163
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,4.0,0.0,7.199999999999999,663,1,0.63,1.89,101021acsenergyfuels1c03082,MeOH_8,0.8972507786691845,0.2990835928897281,1.1963343715589123,0.0,33.91607943369517,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,31.680908480869324,0.008770717217782354
0.98213549801916,0.0,0.0163277283374096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015367736434303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,5.0,0.0,7.199999999999999,663,1,0.51,1.53,101021acsenergyfuels1c03082,MeOH_10,0.8148804742814045,0.2716268247604682,1.358134123802341,0.0,24.93534251301098,0,Al-Si-Cs,148.763928691004,2.796341131870472,1770.0135999005934,0.1621819335617276,24.768013729777806,0.028107992735962845
0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.0,1.3894954146651315,563,1,0.0607049999999999,0.303525,101039d2cy00447j,N-HZSM5,0.2907067381421045,0.0581413476284209,0.0,0.0,1.0588411523349874,0,Al-Si-Cs,113.89313674147364,3.71068632585264,20.561127209871486,0.2056112720987154,1.25245940300859,0.050887725991841104
0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.0,1.3894954146651315,563,1,0.01056,0.0528,101039d2cy00447j,M-HZSM5,0.2907067381421045,0.0581413476284209,0.0,0.0,0.1841917892868374,0,Al-Si-Cs,113.9585568831692,3.7041443116830814,20.83251000074403,0.2083251000074408,0.15992055574583272,0.06329584462138357
0.0,0.1697909845325068,0.0,0.0,0.0,0.0,0.0,0.0,0.0104860925802975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8197229228871956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,TRX,,3.0,0.0,0.0,2.6666666666666665,673,1,0.1207461333333333,0.3622384,101002jctb7032,1,0.776994172679679,0.2589980575598929,0.0,0.0,5.629142518416213,2,Si-Cs-Zr,121.102223531926,3.2423987100149727,2663.795857120879,1.0403927444126777,3.142916648841228,0.00022453138236697075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852216748768472,0.0,0.0,0.0,0.0147783251231527,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,0.4580429938806394,633,5,0.05474,0.05474,101021acssuschemeng3c07406,TS-1,0.0474754736529249,0.0474754736529249,0.0949509473058499,0.0,0.1559284456656667,2,Si-Cs-Zr,121.82846704446231,4.0,413.3391866456468,0.0,0.3720496772520404,0.08030911789598058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,0.4580429938806394,633,5,0.047526,0.047526,101021acssuschemeng3c07406,CsOx,0.0474754736529249,0.0474754736529249,0.0949509473058499,0.0,0.1353791616497347,2,Si-Cs-Zr,244.0,1.0,0.0,0.0,0.18134798674604413,0.02586193865861588
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126306657539641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873693342460358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,0.4580429938806394,633,5,0.168,0.168,101021acssuschemeng3c07406,Cs_SiO2,0.0474754736529249,0.0474754736529249,0.0949509473058499,0.0,0.4785527744214837,2,Si-Cs-Zr,139.31253036216833,3.361371495590189,2963.967162659682,1.5080391465847218,0.4390485406870197,3.272477121075732e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126306657539641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873693342460358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,0.4580429938806394,633,5,0.2664479999999999,0.2664479999999999,101021acssuschemeng3c07406,Cs_S1,0.0474754736529249,0.0474754736529249,0.0949509473058499,0.0,0.758984700232473,2,Si-Cs-Zr,139.31253036216833,3.361371495590189,2963.967162659682,1.5080391465847218,0.6551500802326143,7.727290055979467e-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012691342599248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97271788906478,0.0,0.0,0.0,0.0145907683359717,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,0.4580429938806394,633,5,0.4065459999999999,0.4065459999999999,101021acssuschemeng3c07406,Cs_TS1,0.0474754736529249,0.0474754736529249,0.0949509473058499,0.0,1.1580578347021218,2,Si-Cs-Zr,143.19287855259768,3.475383233934441,2494.742456403123,1.298627546959591,1.1260208687476123,1.400207808177136e-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022092119996205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9779078800037948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAc,TRX,EtOH,2.5,4.0,0.0,20.0,663,1,0.252,0.63,101039d1re00020a,1,1.743207954799378,0.6972831819197511,0.0,0.0,26.357304276566595,2,Si-Cs-Zr,143.30049456042553,3.271417415930252,3252.643827688515,1.6549151703994935,33.50477833459912,0.10579238576556123
